tracking_id,source,campaign,influencer_id,user_id,product,transaction_date,orders,revenue
24,organic,HKV_ImmunityBoost,,4a37245a-2447-4fcd-b79b-b0b474310553,Gritzo SuperMilk,2025-06-05,1,4588.27
25,influencer,MB_WinterBlast,31.0,52b56151-a4d8-45cf-bc1b-5e2dcb114b9f,HKVitals Biotin,2025-03-02,1,771.04
26,paid_ad,MB_SummerSale,,6b12d687-7eef-4dc4-854e-39b3df96165f,MuscleBlaze Whey,2025-07-01,1,1690.91
27,influencer,HKV_ImmunityBoost,48.0,f0d41175-83c0-43ed-98f7-0fee075af813,MuscleBlaze Whey,2025-07-01,1,1204.4
28,influencer,MB_WinterBlast,48.0,2452d333-cd72-48a8-b176-154675b9bd82,HKVitals Biotin,2025-04-13,1,1796.47
29,influencer,MB_WinterBlast,35.0,bcefcb91-5718-4186-adb6-b2c94e41aee7,MuscleBlaze Whey,2025-04-16,1,4657.6
30,organic,HKV_ImmunityBoost,,64f766d2-54b2-4282-ab3d-862ba00ee8c1,HKVitals Biotin,2025-02-17,1,1511.64
31,influencer,Gritzo_Growth,21.0,2bfce4d0-61ab-49b4-a785-35e6e2c720f3,MuscleBlaze Whey,2025-03-25,1,1246.65
32,influencer,Gritzo_Growth,2.0,bb250731-d910-4289-8066-65975cdfb776,HKVitals Biotin,2025-01-24,1,3599.05
33,organic,Gritzo_Growth,,6e212ed4-4189-4e1e-82e6-47399ca953b9,Gritzo SuperMilk,2025-02-06,1,2469.91
34,organic,MB_WinterBlast,,e700040b-7f15-4d50-9262-028de3ae7506,Gritzo SuperMilk,2025-07-13,1,1626.66
35,influencer,MB_SummerSale,45.0,52dc1cae-72e2-4c91-a52e-d4eb5b9f18c9,Gritzo SuperMilk,2025-03-12,1,3093.11
36,organic,HKV_ImmunityBoost,,9ebb72b4-b815-48fd-a8df-43a15c1b6505,HKVitals Biotin,2025-01-30,1,2490.03
37,influencer,MB_WinterBlast,46.0,4103486c-6c02-4d00-9c55-9abe4a7f7698,Gritzo SuperMilk,2025-02-25,1,4860.75
38,influencer,MB_WinterBlast,17.0,f2c7f315-95ca-49eb-8c36-5fb57a6159e1,HKVitals Biotin,2025-04-19,1,970.7
39,influencer,MB_WinterBlast,20.0,07987903-319b-47a8-bef6-48a6fc273e3d,Gritzo SuperMilk,2025-02-25,1,3481.63
40,influencer,MB_SummerSale,20.0,a7539eae-7ce8-4aa7-b8ae-40d67b8ef2f0,HKVitals Biotin,2025-07-05,1,1635.79
41,influencer,MB_WinterBlast,32.0,5e74e17e-ab91-4643-8934-e2e8bd51d93b,Gritzo SuperMilk,2025-07-08,1,505.18
42,paid_ad,MB_WinterBlast,,74c272f6-6bd1-4765-86fb-bf930bd54dd7,HKVitals Biotin,2025-03-30,1,2832.98
43,organic,MB_WinterBlast,,9e7b4646-2f10-4bcc-bb73-38d897cba7d1,Gritzo SuperMilk,2025-04-28,1,732.25
44,influencer,HKV_ImmunityBoost,26.0,ccbb00c1-8d51-485e-8485-2d187949711e,HKVitals Biotin,2025-03-10,1,3642.13
45,influencer,HKV_ImmunityBoost,42.0,64d44041-1ef2-489e-b85a-1cd2a04e1eba,Gritzo SuperMilk,2025-04-04,1,2978.78
46,organic,MB_SummerSale,,302e72fe-6be0-4f3c-9f3e-8c574b4aef23,MuscleBlaze Whey,2025-07-17,2,5153.03
47,influencer,HKV_ImmunityBoost,22.0,b8cd7a23-a551-478a-8542-b54b3e4f52d0,HKVitals Biotin,2025-01-23,1,1813.38
48,organic,MB_WinterBlast,,e63da52a-df5e-435b-9482-9a21d8cbcf81,HKVitals Biotin,2025-04-06,3,7666.62
49,influencer,HKV_ImmunityBoost,46.0,23fecea3-f6a5-43d5-96f2-95f41a9db7e8,Gritzo SuperMilk,2025-05-06,1,4456.97
50,paid_ad,Gritzo_Growth,,01a1ba96-c2a2-4440-aa29-66aa9d090d11,HKVitals Biotin,2025-05-27,1,4044.73
51,influencer,MB_SummerSale,38.0,fdb9ff94-a41b-4011-8cf8-47148abe945a,HKVitals Biotin,2025-04-17,1,4268.64
52,organic,MB_WinterBlast,,b00051fe-8d5a-4445-a351-b8dc22d8b507,MuscleBlaze Whey,2025-01-27,1,2679.54
53,influencer,MB_WinterBlast,50.0,6a9d332a-9352-41be-9ccd-a93069c07ead,HKVitals Biotin,2025-03-05,1,4413.21
54,paid_ad,HKV_ImmunityBoost,,3483428e-4aa5-49a8-97a8-748b5e6c9c19,Gritzo SuperMilk,2025-05-01,1,4352.06
55,influencer,Gritzo_Growth,21.0,344cf8c0-f976-4c6c-a6de-a6e2894fee4a,Gritzo SuperMilk,2025-04-09,1,4610.44
56,influencer,HKV_ImmunityBoost,7.0,aee6726d-04fb-4209-836d-7f66b0a07114,HKVitals Biotin,2025-06-08,3,8280.93
57,organic,MB_SummerSale,,6ca13486-9419-4ce6-8c6b-00b74790ad77,HKVitals Biotin,2025-04-28,1,4596.99
58,influencer,HKV_ImmunityBoost,50.0,3dedeba3-9153-452f-a3c2-098a2162d990,HKVitals Biotin,2025-05-22,1,4864.81
59,influencer,Gritzo_Growth,39.0,74c4d516-30d5-4ee8-9aa8-bce3fbe3cced,HKVitals Biotin,2025-05-04,1,2288.67
60,influencer,Gritzo_Growth,23.0,bc3c9fe0-93e6-4308-9460-eaad0ce1d282,Gritzo SuperMilk,2025-03-27,1,2210.04
61,influencer,MB_WinterBlast,14.0,f2b19c18-ced8-4653-b7c0-96b4316693d1,Gritzo SuperMilk,2025-07-21,1,807.89
62,organic,Gritzo_Growth,,bbbb9296-8d6b-483f-914c-bd09d2cbd24d,MuscleBlaze Whey,2025-06-19,1,2452.87
63,influencer,MB_SummerSale,18.0,41bc7bfa-fe24-415e-b42a-ef751c7aa17e,HKVitals Biotin,2025-05-28,1,1847.6
64,influencer,Gritzo_Growth,34.0,2323c5de-1d9d-4423-b16f-d83d82555206,MuscleBlaze Whey,2025-04-22,1,2186.78
65,influencer,MB_WinterBlast,15.0,a0799736-541f-45eb-ad6c-e801db00e825,Gritzo SuperMilk,2025-07-09,1,1310.26
66,influencer,MB_WinterBlast,44.0,629b9622-0939-45df-94ca-a46f9ccdfc61,Gritzo SuperMilk,2025-02-20,1,2739.5
67,organic,HKV_ImmunityBoost,,a0e633a4-d39d-4315-ac31-44385f15709d,HKVitals Biotin,2025-03-31,1,2568.07
68,organic,MB_WinterBlast,,8402bc1d-d97b-460d-872b-82715ef6c8ec,HKVitals Biotin,2025-02-28,1,1210.89
69,influencer,Gritzo_Growth,2.0,a0d77d92-4fc3-43e5-b104-05ac63830dfc,Gritzo SuperMilk,2025-02-17,1,4829.13
70,organic,MB_WinterBlast,,69e07dd2-8664-43a3-ae2b-a6d21d51c797,HKVitals Biotin,2025-03-08,1,2231.12
71,influencer,HKV_ImmunityBoost,11.0,2b646b23-e4f3-4aa0-b174-304804888dc5,HKVitals Biotin,2025-05-08,1,3086.65
72,paid_ad,Gritzo_Growth,,f4c04ae2-b096-4cd7-adc9-1c37c88cf9ce,MuscleBlaze Whey,2025-07-21,5,8675.81
73,organic,MB_SummerSale,,1b5ee2ad-c692-4738-85e9-d3d460d4d9a9,Gritzo SuperMilk,2025-02-17,1,4247.78
74,paid_ad,HKV_ImmunityBoost,,9952d0dd-25a4-42dc-b657-b707c10c78fa,Gritzo SuperMilk,2025-02-24,1,1485.52
75,influencer,Gritzo_Growth,30.0,4d6f9c9e-4582-417c-a13f-a3dd2e84a828,Gritzo SuperMilk,2025-03-01,1,3953.62
76,organic,HKV_ImmunityBoost,,19c1bc4e-60b6-4c80-8981-c0503b07f2d9,Gritzo SuperMilk,2025-02-19,1,3323.56
77,influencer,MB_WinterBlast,22.0,48d9d314-2bb2-4878-bd59-df7b0e849138,MuscleBlaze Whey,2025-04-15,1,3795.62
78,influencer,Gritzo_Growth,35.0,21faf7c2-11fc-4a99-a80c-ea9ffea1f7e4,HKVitals Biotin,2025-04-02,1,1290.38
79,influencer,Gritzo_Growth,39.0,94817903-caab-4461-98fa-26bee689b080,Gritzo SuperMilk,2025-05-28,1,1726.37
80,influencer,MB_WinterBlast,37.0,d7835a77-818e-4205-8595-d4843ef4a725,HKVitals Biotin,2025-07-18,1,2024.22
81,influencer,MB_SummerSale,22.0,1b95a25b-73e2-4738-91f1-9b56662684e3,MuscleBlaze Whey,2025-07-09,1,1515.27
82,organic,MB_WinterBlast,,ed2313fc-3f37-49ab-a2e7-0fe40074471f,Gritzo SuperMilk,2025-04-09,1,4058.07
83,influencer,MB_SummerSale,46.0,2059f1c6-b82a-4b5d-bd7c-87b94992c93b,HKVitals Biotin,2025-04-26,1,3870.55
84,influencer,MB_WinterBlast,4.0,40091d57-090d-4f68-999d-d1d355f26b71,Gritzo SuperMilk,2025-01-21,1,987.56
85,influencer,MB_SummerSale,46.0,cf1f9f4e-a810-471b-9374-4f73343c0472,Gritzo SuperMilk,2025-06-15,1,3026.33
86,paid_ad,HKV_ImmunityBoost,,6f80a61e-181b-445e-91dc-6f6e30e33889,Gritzo SuperMilk,2025-07-06,1,4207.35
87,paid_ad,Gritzo_Growth,,7fb1c566-4909-4559-819b-f72584f59d1b,Gritzo SuperMilk,2025-07-04,1,1129.0
88,paid_ad,Gritzo_Growth,,cdd97099-bdcf-4ede-9205-079992bae473,HKVitals Biotin,2025-06-10,1,1556.6
89,organic,MB_WinterBlast,,be764f2c-3229-4bab-b8e0-47c6ee9a67ba,HKVitals Biotin,2025-06-14,1,4772.21
90,organic,MB_WinterBlast,,21ae642d-6e71-4760-b090-11acf5ff41de,Gritzo SuperMilk,2025-07-05,1,1195.35
91,influencer,MB_SummerSale,39.0,d0bd2495-322f-44ac-86f7-9c2238958f4e,HKVitals Biotin,2025-01-26,1,4725.74
92,influencer,Gritzo_Growth,15.0,53f72db5-da45-46e3-9e36-db11e2efd16d,MuscleBlaze Whey,2025-03-14,1,4777.5
93,paid_ad,MB_SummerSale,,421becf7-7c33-4086-a5c2-e5f15b89f6d7,Gritzo SuperMilk,2025-07-02,1,4557.63
94,organic,MB_SummerSale,,2f946380-77f8-4019-ad4e-d9caa36f3a22,HKVitals Biotin,2025-03-26,1,4856.93
95,paid_ad,MB_WinterBlast,,fcff9636-1b25-404a-a9a2-d4a4ab5916a2,MuscleBlaze Whey,2025-05-02,1,3387.67
96,organic,MB_SummerSale,,b7a57ed5-54ee-409f-85f5-b38747f4318d,MuscleBlaze Whey,2025-04-21,1,1596.06
97,influencer,HKV_ImmunityBoost,40.0,90712e14-723f-47ac-a96f-e3d0854e3e88,MuscleBlaze Whey,2025-07-04,1,2993.94
98,organic,HKV_ImmunityBoost,,22b7fe41-1e3b-40b2-a09d-ec3dd420ac53,HKVitals Biotin,2025-04-02,1,4048.9
99,organic,Gritzo_Growth,,fd6a242e-0c52-48bf-b209-7daa765f5308,MuscleBlaze Whey,2025-02-07,4,16373.25
100,influencer,MB_SummerSale,46.0,f90e73ba-61aa-40ab-9766-adbca3c4a076,MuscleBlaze Whey,2025-04-08,1,4054.93
101,influencer,Gritzo_Growth,11.0,dd12895b-efe6-45d3-9704-929409c403bb,MuscleBlaze Whey,2025-03-28,1,735.8
102,organic,MB_SummerSale,,530fd1d3-0fdd-4c13-a24f-4cdea56e503b,Gritzo SuperMilk,2025-01-28,1,2517.24
103,influencer,MB_SummerSale,24.0,3a05a6f9-b6b7-4ce7-a1b1-f0bbf9bb2840,HKVitals Biotin,2025-07-13,1,4754.37
104,influencer,Gritzo_Growth,30.0,22967e37-adbb-4b29-bffa-eb5b2cbbf4d2,HKVitals Biotin,2025-07-13,1,640.18
105,paid_ad,MB_WinterBlast,,9de56b23-b22d-45aa-9098-dca62e7a668c,HKVitals Biotin,2025-07-05,1,2706.21
106,paid_ad,MB_SummerSale,,cea0d39b-e54b-424d-af39-5d3df81ba0e3,MuscleBlaze Whey,2025-05-13,1,1167.5
107,influencer,Gritzo_Growth,39.0,c9d1efb7-dd91-4798-94d2-9932d60d954d,HKVitals Biotin,2025-05-22,4,10166.88
108,organic,MB_SummerSale,,af5898d7-b580-447f-b88e-21c3eda04441,Gritzo SuperMilk,2025-02-20,1,3446.21
109,paid_ad,HKV_ImmunityBoost,,2e614ea5-a9c6-4de7-9b33-1298d0a71632,HKVitals Biotin,2025-07-16,1,1528.22
110,influencer,MB_WinterBlast,35.0,6eff9e7b-3f56-4958-90d9-003ef8e14f48,HKVitals Biotin,2025-05-07,1,927.89
111,influencer,Gritzo_Growth,37.0,ee14eed1-ff7e-4c35-abaa-d98b14db5f72,HKVitals Biotin,2025-07-07,5,4010.5
112,paid_ad,MB_SummerSale,,ba8af53b-fba6-4204-adec-f83bb8debf58,HKVitals Biotin,2025-03-03,1,3824.58
113,paid_ad,MB_SummerSale,,4e5eab3f-787c-4116-8c69-ee3dfe996c1f,Gritzo SuperMilk,2025-05-23,4,14060.24
114,influencer,MB_WinterBlast,44.0,e02e45b3-3c2a-4f67-95f5-11220d6f096e,Gritzo SuperMilk,2025-02-17,1,1794.33
115,influencer,MB_SummerSale,14.0,1a6947db-2482-4f39-a54a-4b20426b7949,Gritzo SuperMilk,2025-03-23,1,1196.29
116,influencer,MB_SummerSale,9.0,9c2a860e-3b07-442c-95a8-bf029559338e,HKVitals Biotin,2025-05-29,1,2154.02
117,organic,HKV_ImmunityBoost,,41da7801-e4fe-49a8-9454-9f3595a2c3a4,HKVitals Biotin,2025-04-25,1,4885.46
118,paid_ad,MB_SummerSale,,99085d8a-1ef1-476e-ba2c-624b7229efc9,Gritzo SuperMilk,2025-04-13,1,4232.57
119,influencer,HKV_ImmunityBoost,16.0,51216cde-7d12-4148-ac97-613bde2c5119,HKVitals Biotin,2025-05-02,1,1890.43
120,influencer,MB_SummerSale,46.0,236ae7a0-5648-4af5-918c-188953a0137e,MuscleBlaze Whey,2025-06-22,1,3048.44
121,influencer,HKV_ImmunityBoost,23.0,92302148-135d-47b8-9a50-0078dc1f78d2,Gritzo SuperMilk,2025-05-23,1,637.96
122,organic,HKV_ImmunityBoost,,bbda6307-09ee-4af7-b746-72f4cdb91b1f,HKVitals Biotin,2025-05-21,1,2034.03
123,influencer,Gritzo_Growth,40.0,39ab3201-a90f-4be3-badb-7ea6daef7e1b,Gritzo SuperMilk,2025-06-19,1,4475.04
124,influencer,MB_SummerSale,2.0,46449d49-fe5d-46ea-a7d0-37a58eb4e0f2,Gritzo SuperMilk,2025-05-28,1,2494.01
125,influencer,MB_WinterBlast,14.0,fa1e2371-45e3-4f8b-8be8-ac3bdcd30b29,HKVitals Biotin,2025-03-16,1,3897.24
126,influencer,MB_WinterBlast,2.0,2c6749a4-16b9-4524-86c9-4c45a0707332,MuscleBlaze Whey,2025-03-10,1,3553.19
127,influencer,Gritzo_Growth,43.0,482b942a-cf55-4046-908e-42c434e22110,MuscleBlaze Whey,2025-05-07,1,4930.01
128,influencer,HKV_ImmunityBoost,31.0,eea1864e-3fff-49f0-abb5-feb77d2ddf91,HKVitals Biotin,2025-01-26,1,3953.07
129,organic,Gritzo_Growth,,692bcaed-6b1f-47d6-863e-21e32ee0d464,HKVitals Biotin,2025-03-20,1,2738.23
130,influencer,HKV_ImmunityBoost,35.0,1fe56d62-b7a9-48db-9cc3-d2293431a3a0,HKVitals Biotin,2025-02-16,1,1535.5
131,organic,Gritzo_Growth,,bf997d1e-bce4-4fb4-a183-d24c9abd2461,MuscleBlaze Whey,2025-06-06,1,3839.19
132,influencer,MB_WinterBlast,36.0,7fd3ce35-26be-4657-999d-b916a38600c9,MuscleBlaze Whey,2025-03-04,1,3090.92
133,organic,MB_WinterBlast,,68f97694-0d50-4ea6-b3c3-bd4ec79952f6,HKVitals Biotin,2025-03-25,1,593.85
134,influencer,MB_WinterBlast,12.0,8eecb4bc-2cc4-4251-b4af-4dae0a80a6a6,Gritzo SuperMilk,2025-06-08,1,896.58
135,paid_ad,HKV_ImmunityBoost,,1a6b2271-92fa-48a8-93b5-1ec027e84e83,HKVitals Biotin,2025-02-19,1,2857.83
136,influencer,Gritzo_Growth,20.0,173f5617-bdf4-46db-9b11-b335029b66eb,Gritzo SuperMilk,2025-03-31,1,1998.81
137,influencer,MB_SummerSale,47.0,242f2b26-17c3-415e-bbdd-5ccde031b4a0,Gritzo SuperMilk,2025-01-25,1,4576.65
138,influencer,HKV_ImmunityBoost,23.0,31f7318f-77c5-465a-a884-55c47bd48d04,MuscleBlaze Whey,2025-02-02,1,1651.86
139,influencer,HKV_ImmunityBoost,26.0,14aa1213-c366-4e4f-a84c-51740dc4d28c,Gritzo SuperMilk,2025-04-28,1,4780.81
140,organic,MB_WinterBlast,,99473557-87ab-4c37-a668-5e8022581e7b,Gritzo SuperMilk,2025-06-21,1,2520.07
141,paid_ad,Gritzo_Growth,,7b67a61c-0185-42af-bdc4-bd76fe3b9ffc,Gritzo SuperMilk,2025-04-13,1,2478.93
142,influencer,Gritzo_Growth,22.0,ba36bf88-24fe-43d1-a04e-f549a8f93191,HKVitals Biotin,2025-02-05,1,2083.74
143,influencer,MB_WinterBlast,9.0,00e483f3-0141-48f3-a341-8c99e3b4f8fa,HKVitals Biotin,2025-03-31,1,2159.32
144,influencer,MB_SummerSale,50.0,7bc77ed3-e52f-40f6-9540-fe40b25b38f8,Gritzo SuperMilk,2025-03-07,1,2230.17
145,organic,MB_SummerSale,,4c006611-feaa-4439-ba56-def5101c7fc2,HKVitals Biotin,2025-04-20,1,3072.46
146,influencer,MB_WinterBlast,48.0,d2ca76a0-82b6-4f1a-8c25-a3408f73e939,Gritzo SuperMilk,2025-03-07,1,778.43
147,influencer,Gritzo_Growth,41.0,27f94245-c57b-40d4-8ef3-00915721d547,Gritzo SuperMilk,2025-04-14,1,3407.57
148,influencer,MB_WinterBlast,1.0,52ee00dc-4fed-4934-acd5-984350e3f1f3,HKVitals Biotin,2025-04-13,1,3244.12
149,influencer,Gritzo_Growth,1.0,571b94bd-8efd-43cc-9401-99b8817815c2,HKVitals Biotin,2025-04-28,1,2022.65
150,organic,Gritzo_Growth,,c1e26bc0-118d-4e99-90c8-e9dd320d242a,MuscleBlaze Whey,2025-05-16,1,3010.83
151,influencer,Gritzo_Growth,43.0,2f9ed4fd-67fd-4856-94fa-63927ccbe4c5,Gritzo SuperMilk,2025-07-19,1,4839.85
152,organic,HKV_ImmunityBoost,,4725d080-cb6e-45cd-a22d-2257d49ab4f2,HKVitals Biotin,2025-06-13,1,3486.25
153,paid_ad,Gritzo_Growth,,f39b0fe1-2cd0-4e02-92b7-52ac1b0bfe50,Gritzo SuperMilk,2025-06-25,1,2263.81
154,organic,MB_SummerSale,,ef730b95-4c6b-4db9-9071-0bac42aa8b3d,HKVitals Biotin,2025-06-14,1,3395.72
155,influencer,HKV_ImmunityBoost,41.0,4a69bc2a-c653-4cac-92c7-111a64036e4f,Gritzo SuperMilk,2025-03-11,1,4761.99
156,paid_ad,MB_SummerSale,,23aa9077-3809-44f8-a32a-c4571779a57f,Gritzo SuperMilk,2025-05-14,1,2788.2
157,influencer,Gritzo_Growth,5.0,3893be69-45f7-4188-8739-d929fe40ca9a,MuscleBlaze Whey,2025-03-30,4,19058.03
158,influencer,HKV_ImmunityBoost,15.0,cc9018ab-4cb9-4e83-9a9d-a1fa7c74f4ea,MuscleBlaze Whey,2025-04-12,1,1831.06
159,organic,MB_SummerSale,,69368498-5ca7-449c-9093-667c8fea33a7,Gritzo SuperMilk,2025-03-14,1,3948.38
160,influencer,MB_WinterBlast,20.0,bb401a6a-90ec-4525-8c13-de1d8e22e7ef,MuscleBlaze Whey,2025-02-20,1,4241.05
161,organic,HKV_ImmunityBoost,,518d5026-6d5d-41c8-bd44-b7b0fe1dafb3,Gritzo SuperMilk,2025-04-29,1,2348.86
162,organic,HKV_ImmunityBoost,,206a1037-ffb2-47e0-9cf8-7bcea5ebe417,HKVitals Biotin,2025-06-26,1,3885.76
163,organic,HKV_ImmunityBoost,,89075cb1-c3da-494a-a90f-30565f538463,Gritzo SuperMilk,2025-05-12,1,4845.18
164,organic,HKV_ImmunityBoost,,992e0120-91dc-4a19-911e-6091011c2b4b,HKVitals Biotin,2025-06-20,1,3066.89
165,influencer,Gritzo_Growth,4.0,55ad79e2-527f-48cf-9a9e-a348b6d50240,HKVitals Biotin,2025-04-16,1,2383.97
166,influencer,HKV_ImmunityBoost,17.0,c517b73a-aca1-4a00-91cd-3718aff7625a,Gritzo SuperMilk,2025-05-03,1,1625.01
167,organic,Gritzo_Growth,,915a2f01-ee66-465f-ad34-aec49212e9fd,Gritzo SuperMilk,2025-05-12,1,3701.3
168,organic,MB_SummerSale,,767585f3-a1de-45a6-8f84-95500c475363,HKVitals Biotin,2025-04-24,1,1221.41
169,influencer,HKV_ImmunityBoost,9.0,21d6cd4b-8dbd-4455-a65c-192677eb3113,HKVitals Biotin,2025-05-21,1,4597.27
170,paid_ad,Gritzo_Growth,,25b829ff-0e66-41c9-92be-e491829aa54f,MuscleBlaze Whey,2025-04-02,1,2284.04
171,influencer,MB_WinterBlast,27.0,93e3cb22-5541-44ab-b742-829a137ac930,MuscleBlaze Whey,2025-01-22,1,626.84
172,paid_ad,Gritzo_Growth,,b957072a-e162-462a-9cf9-fe69251347ba,MuscleBlaze Whey,2025-01-23,1,1790.96
173,paid_ad,HKV_ImmunityBoost,,15289377-9bd4-4faf-a6ff-2b64a36eed8d,Gritzo SuperMilk,2025-02-17,1,3269.07
174,paid_ad,MB_SummerSale,,4294bce1-a85a-443f-84e1-18d438a4d4e4,HKVitals Biotin,2025-03-24,1,1172.84
175,paid_ad,MB_WinterBlast,,0aba5cbf-8de6-4e04-a5bc-44bdadbe4b13,MuscleBlaze Whey,2025-02-17,1,1569.38
176,influencer,HKV_ImmunityBoost,11.0,cbe5c1ae-ccdd-4d96-a757-9451b86f341e,HKVitals Biotin,2025-04-22,1,3302.65
177,influencer,MB_WinterBlast,32.0,1a4cb60d-af6f-4a69-aeab-6fab25f5b33c,Gritzo SuperMilk,2025-04-11,1,3343.8
178,organic,HKV_ImmunityBoost,,6d902847-e0e8-4f53-9fc6-5e03d41f5f56,HKVitals Biotin,2025-06-21,1,3266.64
179,influencer,MB_WinterBlast,14.0,e6ee10c8-7270-4a61-be6c-14c7fe4dfc6d,MuscleBlaze Whey,2025-07-13,1,885.26
180,paid_ad,MB_SummerSale,,9a85855f-179e-4085-b96d-b64065f150b5,Gritzo SuperMilk,2025-03-28,1,4038.86
181,organic,MB_SummerSale,,8a89acd2-31f4-4cd5-8ba8-a195a44a8eb7,HKVitals Biotin,2025-04-06,1,695.9
182,influencer,Gritzo_Growth,17.0,5db8ccd6-c2f4-4966-92e4-e71116c71efb,HKVitals Biotin,2025-05-12,1,2106.92
183,influencer,HKV_ImmunityBoost,14.0,a9f29b96-58fb-46b2-88d2-6649613fb74c,Gritzo SuperMilk,2025-01-24,1,966.49
184,organic,Gritzo_Growth,,a67f0484-5a15-47df-a576-cd743f40ee12,MuscleBlaze Whey,2025-04-29,1,2957.06
185,paid_ad,HKV_ImmunityBoost,,2b38ce33-f593-4254-bea3-2bdb5c0aab64,Gritzo SuperMilk,2025-03-10,1,3629.25
186,organic,HKV_ImmunityBoost,,49c33e28-2258-4780-b6bd-1a88fae2d5c0,MuscleBlaze Whey,2025-03-30,1,4746.22
187,influencer,HKV_ImmunityBoost,29.0,a7ace3d2-609b-4635-81c9-39d56727eddd,MuscleBlaze Whey,2025-01-22,1,4486.06
188,influencer,Gritzo_Growth,1.0,073e3e63-aef2-4fe2-9f50-cb48491c4e6a,Gritzo SuperMilk,2025-06-13,1,4169.33
189,influencer,MB_SummerSale,12.0,e277737b-5d11-4124-91b7-da58c490d7da,Gritzo SuperMilk,2025-06-29,1,2106.38
190,organic,Gritzo_Growth,,eeaa832e-7dd4-42ea-8497-f886ebcec540,HKVitals Biotin,2025-01-31,1,2156.09
191,paid_ad,MB_WinterBlast,,07650ed8-03d5-4814-b474-74c13aff05e1,HKVitals Biotin,2025-02-07,1,1340.68
192,organic,Gritzo_Growth,,c412caaf-8a15-4286-bcf4-72dc66178545,Gritzo SuperMilk,2025-06-10,1,871.75
193,influencer,MB_WinterBlast,23.0,6483c532-5953-4bde-8475-d08745345aef,Gritzo SuperMilk,2025-03-30,3,8863.9
194,influencer,MB_SummerSale,49.0,eb8e93ac-7d9d-44e1-af23-77c601c56807,HKVitals Biotin,2025-02-09,1,1879.23
